5.950155204609002269e-01,-4.354581247451752013e-01,-6.232694613327693922e-02
4.293902533340268057e-01,4.766001418228349440e-01,-4.893209821630879475e-01
2.041734786327917828e-01,3.928420054281553941e-01,-3.434285388253539573e-01
4.787623210730771461e-01,-9.525984848745652211e-01,-8.816306642504156965e-01
-5.424683497345430538e-01,3.408235337928577913e-01,6.220341792687198446e-01
-4.210070783897923441e-01,-8.454701594977589441e-01,-6.853039239909968217e-01
3.442032995225186021e-01,-8.690920457228228369e-01,-4.923582047941170714e-01
-6.956667387978150430e-01,-4.493159179973205131e-01,-9.207687827165746963e-01
-6.994565421142144857e-01,-8.567487163388678439e-01,5.373104493601583709e-01
-7.054266914721287751e-01,-1.882009313864594358e-01,8.488490858185655519e-01
