2.251468163863799554e-01,-7.571292021708825315e-01,-6.132408028590079496e-01
5.048613886886561541e-01,2.105082621383807806e-01,8.371387279195965370e-01
-1.915203330091149458e-01,7.563540859409136896e-01,-6.254985681235111228e-01
-5.033883723641435770e-01,8.579583358073569199e-01,1.025067831279908165e-01
-7.816576533789697523e-01,4.799440535086330617e-01,3.983277776100792034e-01
-2.408240569230636063e-01,1.488775829968559672e-01,-9.590824984786925356e-01
-3.932473582321004413e-01,4.654192911523948317e-01,-7.929321526251009722e-01
6.923898780314687862e-01,1.949223153009766452e-01,-6.946952913308643840e-01
-3.329792468094993629e-01,-4.991434750981160184e-01,7.999878826964537115e-01
4.398078239924157473e-01,-5.774563894183974977e-01,6.878322442826625416e-01
